reviewId,content,score,at,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,source
b45ffd5a-d8d0-4895-9928-f5e27f76ca68,vgood,5,2025-12-15 13:14:52,0,4.0.79,,,4.0.79,GooglePlay
4dc128c9-ebcb-44de-90e8-36908863d4e9,ok,3,2025-12-15 13:04:01,0,4.0.79,,,4.0.79,GooglePlay
65fa2328-950e-493d-878e-b887f7c08e21,Fine,4,2025-12-15 12:59:45,0,4.0.79,,,4.0.79,GooglePlay
984e101e-0c67-40ee-8de0-cbcb923ab684,Unable to make online payment through Credit Card while checking for OTP in my Message and when coming back to this HelloBPCL app it restart and cancel that last OTP screens goes away then again same problem... Plz fix this as earlier it was not like this if once we login with authentication then app showed not auto restart if switch to another app 15 Dec 2025 - unable to use amazon voucher saying Your distributor (MadhuKhrishna 421201) is not enable for online payment mode.,1,2025-12-15 12:40:10,2,4.0.79,,,4.0.79,GooglePlay
f8fcd06f-dd9f-48c8-a1cc-57da32af4696,Pls stream line the process of KYC ..APP KEEPS ON HANGING..,5,2025-12-15 11:54:20,0,4.0.79,,,4.0.79,GooglePlay
023e2ef8-a6b5-41bb-8afd-e234afc2e5c7,much better than good service,5,2025-12-15 11:42:49,0,4.0.73,,,4.0.73,GooglePlay
ed10bde1-b347-42c4-b244-13e38b6619b9,bast service,5,2025-12-15 11:12:15,0,4.0.79,,,4.0.79,GooglePlay
99983451-d4bc-4883-801d-9703d86d0c98,user friendly and minimal effort 👌,5,2025-12-15 11:05:14,0,4.0.79,,,4.0.79,GooglePlay
35760975-cfed-4f82-a782-a63899165caa,good,4,2025-12-15 10:59:45,0,,,,,GooglePlay
47df0a39-faec-4fbc-a619-3034cb0c502b,👍 nice,5,2025-12-15 10:57:07,0,4.0.79,,,4.0.79,GooglePlay
1e31b09a-76d9-4b19-9870-32ddd5296a74,good,5,2025-12-15 10:50:09,0,,,,,GooglePlay
278fb054-8ebc-47f0-9fe0-894789423a8b,good service by this agency,5,2025-12-15 10:35:24,0,,,,,GooglePlay
52be90e5-d70c-4509-adc4-6559a8b67436,nice,5,2025-12-15 10:32:45,0,4.0.79,,,4.0.79,GooglePlay
46413512-0bd6-4c48-bc09-f0800eb24ce4,afraid of doing online payment. several times payment not shown. The delivery man takes payment and ac is not credited yet.,1,2025-12-15 10:21:00,0,,,,,GooglePlay
71eb8239-3ac1-4cde-99e1-d57a82063d54,good,5,2025-12-15 10:09:19,0,4.0.79,,,4.0.79,GooglePlay
d1e66759-c59c-42a5-8d55-3b0b8da0bf26,nice app,5,2025-12-15 10:06:06,0,4.0.69,,,4.0.69,GooglePlay
1ae927b0-8797-4f89-b061-8c3a7bfb3929,अरुणा भारत गॅस एजन्सी चे सप्लायर सिस्टीम एकदम खराब आहेत. नंबर लावून 15 दिवस झाले तरी गॅस सिलेंडर लवकर आणून देत नाही. दर महिन्याला ऑफीसला जाऊन तक्रार करावी लागते तेव्हा कुठे सिलेंडर आणून देतात.,1,2025-12-15 09:55:31,0,4.0.79,,,4.0.79,GooglePlay
178451de-aa73-429c-a098-01663c7ba9d3,good,5,2025-12-15 09:51:33,0,4.0.79,,,4.0.79,GooglePlay
5f787ca2-adc8-49c7-b970-386bdd3e589c,Very user friendly,4,2025-12-15 09:46:30,0,4.0.79,,,4.0.79,GooglePlay
e7e96abc-d0e9-4007-9f97-3679d77737a9,very fast work,5,2025-12-15 09:39:35,0,4.0.77,,,4.0.77,GooglePlay
0d8a1b7c-c09d-4f9f-b41a-2821bcf271d6,good,4,2025-12-15 09:34:20,0,4.0.79,,,4.0.79,GooglePlay
1ecd9fcc-df60-4cb6-b646-7950e39a5c2c,very good,5,2025-12-15 09:19:30,0,4.0.79,,,4.0.79,GooglePlay
ddbcccc4-d107-44ba-addf-8152bd6bad22,its not working good.,1,2025-12-15 09:10:54,0,,,,,GooglePlay
43510c92-ef15-4ac1-8ed4-be48b9479584,super,5,2025-12-15 08:38:54,0,4.0.79,,,4.0.79,GooglePlay
2f2f73e5-a692-4ba8-8610-952ef4b993e0,excellent,5,2025-12-15 07:57:54,0,4.0.79,,,4.0.79,GooglePlay
8c1ab11e-c744-449b-92e0-3c448ad86051,easy to book online,5,2025-12-15 07:51:18,0,4.0.79,,,4.0.79,GooglePlay
2888df7d-a279-4415-8292-c259ad592683,good,5,2025-12-15 07:40:35,0,4.0.73,,,4.0.73,GooglePlay
507d1f40-a3fd-4957-9ec6-bff6fb7de4f9,good,5,2025-12-15 06:26:30,0,,,,,GooglePlay
9c9c74cf-8e1e-4ced-b671-885a08957148,Nice experience,5,2025-12-15 06:18:00,0,4.0.79,,,4.0.79,GooglePlay
3e0f8958-836e-47c6-918f-46a120a348ea,poor service,1,2025-12-14 23:12:50,0,,,,,GooglePlay
e288f005-f243-47fd-9466-e092cdaf14ac,repeatedly it is asking for activation. it is irritating me.,1,2025-12-14 22:48:06,0,4.0.79,,,4.0.79,GooglePlay
82d78901-1e44-48b8-8d6b-fc5b8b9d0961,Great,5,2025-12-14 22:46:17,0,4.0.79,,,4.0.79,GooglePlay
2beb1fd5-de1c-48b9-8e99-9781a0192dbb,డెలివరీ బాయ్ డెలివరీ సరిగా చేయడం లేదు మరియు బిల్ లో 894/- ఉంటే డెలివరీ బాయ్ 950 తీసుకుంటున్నారు 56 రూపాయలు ఎక్కువగా తీసుకుంటున్నారు అడిగితే. లేబర్ చార్జీలు మరియు ట్రావెలింగ్ చార్జీలు ఇష్టం అయితే తీసుకో లేకపోతే మానేయాలి కావాలి అంటే ఆఫీస్ కి వెళ్ళి తెచ్చుకో అంటున్నారు అంటున్నారు,1,2025-12-14 22:38:18,0,4.0.79,"Hi Syamanraju,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 119577 in your mail.
- BPCL Customer Support",2025-11-14 14:24:44,4.0.79,GooglePlay
a3a31ed6-b78f-41a1-ae0a-7247c0013543,best,5,2025-12-14 22:32:53,0,4.0.79,,,4.0.79,GooglePlay
ec486dda-b768-4680-9cc6-83740fc03366,good 👍😊,4,2025-12-14 22:09:38,0,4.0.79,,,4.0.79,GooglePlay
98827496-feec-4bac-a94b-092067b68061,simple and Easy to use,5,2025-12-14 22:01:16,0,4.0.79,,,4.0.79,GooglePlay
2bf34031-3afa-4eb9-bae1-0d3121b3d8d3,delivery delay,5,2025-12-14 21:46:26,0,4.0.79,,,4.0.79,GooglePlay
a371d1c5-ff36-4ed6-879e-7408cdd74a35,good,5,2025-12-14 21:34:24,0,4.0.73,,,4.0.73,GooglePlay
05a26f2a-25ef-46e6-9b7a-eded78ffce03,good 👍,5,2025-12-14 21:18:07,0,4.0.79,,,4.0.79,GooglePlay
bda8ba53-7e89-4f40-82c2-faf8fc3b0903,satisfactory,5,2025-12-14 20:39:16,0,4.0.78,,,4.0.78,GooglePlay
3a0f2ea2-5899-4298-b529-7f18bc8cb283,very bad,2,2025-12-14 20:36:04,0,,,,,GooglePlay
427b7169-7540-480f-8dc2-cac948f48178,good,4,2025-12-14 20:18:21,0,4.0.66,,,4.0.66,GooglePlay
0bffee6b-d8ae-43b1-88a1-17fda1c6e4e7,easy method to book,5,2025-12-14 20:10:35,0,4.0.79,,,4.0.79,GooglePlay
0f23dad1-82bd-419a-a970-7a0e0d9d833c,Good app,5,2025-12-14 19:41:58,0,4.0.79,,,4.0.79,GooglePlay
a965764c-0da1-4f6c-92e2-2b6d4a0a12cc,sometimes app response is poor,4,2025-12-14 19:38:24,0,4.0.79,,,4.0.79,GooglePlay
565394ac-b024-4d52-bcfe-38a30d62b705,ok,5,2025-12-14 19:35:58,0,4.0.79,,,4.0.79,GooglePlay
72085d3a-1198-46d8-9c74-e9feb3d4b2c2,Where is my refilling bill want to pay,1,2025-12-14 19:26:56,0,4.0.79,,,4.0.79,GooglePlay
3da391e0-0a5e-40c4-8a2f-bf6d6b7c5542,good,5,2025-12-14 19:05:50,0,4.0.79,,,4.0.79,GooglePlay
43e29883-b809-4e63-9e9e-e1a310ebee5c,nice,5,2025-12-14 19:03:24,0,4.0.79,,,4.0.79,GooglePlay
6085860d-4ede-40d5-9e82-4a74ca5470eb,simple booking v cool app,5,2025-12-14 19:02:28,0,,,,,GooglePlay
c47ec5ce-8115-42cf-8d89-f81c9ec34019,best service,5,2025-12-14 18:41:27,0,,,,,GooglePlay
a7158d1a-1ce5-454f-8fcb-214403a75737,good,5,2025-12-14 18:35:12,0,4.0.79,,,4.0.79,GooglePlay
0c2fee35-14b7-4051-bfd5-08ee084209ac,"q r payment not to be self, and cylinder not delever timely, again again call of any vender then delever",2,2025-12-14 18:33:16,0,4.0.73,,,4.0.73,GooglePlay
b98cac71-a2d1-4100-a637-ccebee517fcd,okay 👍,5,2025-12-14 18:12:02,0,4.0.79,,,4.0.79,GooglePlay
46a09c8b-e92e-450a-bc5a-d9f257c64f45,Nice,5,2025-12-14 17:37:53,0,4.0.78,,,4.0.78,GooglePlay
68cf5fdc-4834-4659-9bac-1720aa193bf6,good servis,5,2025-12-14 17:29:06,0,4.0.79,,,4.0.79,GooglePlay
3fac8dc1-05e9-488f-b252-f30bc06747ce,Earlier it was fine now unable to book says error try after sometime,5,2025-12-14 17:23:14,0,1.0,,,1.0,GooglePlay
6050f9a4-39c5-4927-acf6-5add6168a636,good,5,2025-12-14 16:49:12,0,4.0.73,,,4.0.73,GooglePlay
61c8fc42-b27f-499c-b730-f36f81ea021f,no like,1,2025-12-14 16:20:58,0,4.0.79,,,4.0.79,GooglePlay
c7c369df-6bdf-4ab5-b8d1-96d2a0ac8104,best,5,2025-12-14 16:02:39,0,4.0.79,,,4.0.79,GooglePlay
a4c27cd2-7e97-4c48-a433-5b507bd3677b,Best,4,2025-12-14 15:49:34,0,4.0.79,,,4.0.79,GooglePlay
02508015-2461-486a-b00f-0c3c96d271da,good service,4,2025-12-14 15:21:22,0,4.0.79,,,4.0.79,GooglePlay
8e1be804-7ebc-4362-a983-70a3cc4d394f,my eanergi,4,2025-12-14 14:58:29,0,4.0.79,,,4.0.79,GooglePlay
843b53e6-0782-45f6-80ab-96071d01b39c,super,5,2025-12-14 14:55:08,0,4.0.65,,,4.0.65,GooglePlay
8823032a-63b6-423d-88c1-fb588d10b562,superb,5,2025-12-14 14:50:06,0,4.0.78,,,4.0.78,GooglePlay
52ae76e2-f76a-4b20-9f9a-7f641184c9ee,good 👍,5,2025-12-14 14:05:09,0,4.0.78,,,4.0.78,GooglePlay
f6ecb488-d202-42ee-be72-8da003b0ca75,sabse ghatiya quality ka,1,2025-12-14 14:04:24,0,4.0.79,,,4.0.79,GooglePlay
8bf4beb5-90bd-4604-8b48-131522569a06,good,5,2025-12-14 13:45:15,0,4.0.79,,,4.0.79,GooglePlay
f48021eb-dcb4-4075-8355-65c85ecb29d5,Horrible Na Pathetic App. it is having so many bugs and very unfriendly. need to learn from developers of other apps,1,2025-12-14 13:43:09,0,4.0.79,,,4.0.79,GooglePlay
cb8b82e5-c023-4ccf-8458-25447c45b832,Good,4,2025-12-14 13:39:06,0,,,,,GooglePlay
5e5fff7e-1366-4b95-a8f6-15735279c93f,super,5,2025-12-14 13:29:14,0,4.0.79,,,4.0.79,GooglePlay
67a0b81a-6053-48a5-940f-52b34dc3e311,nice,5,2025-12-14 13:26:51,0,4.0.79,,,4.0.79,GooglePlay
e74bb595-7941-4082-b2b7-342f326588c6,very easy to use.,5,2025-12-14 13:22:07,0,4.0.79,,,4.0.79,GooglePlay
06535fc3-4ace-4153-a2e8-f773a6b16360,3rd class app not able to book most of the time not able to book a cylinder online,1,2025-12-14 13:14:36,0,4.0.79,"Hi Bodhi,
Thanks for sharing your feedback. We apologize for the inconvenience caused. BPCL is committed to deliver an energizing experience to you. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. Please include token no. 121232 in your mail.
- BPCL Customer Support",2025-12-14 11:36:48,4.0.79,GooglePlay
6a2dabe3-e781-4f81-87f2-60a3b98d2576,delivery bohot late karte hai,1,2025-12-14 13:13:52,0,4.0.79,,,4.0.79,GooglePlay
995e0eac-4079-45d5-9293-3c3adecfed37,good,5,2025-12-14 12:59:01,0,4.0.79,,,4.0.79,GooglePlay
8b287af5-82aa-4f62-9173-41b1bf5b18f6,online payment na Karen,1,2025-12-14 12:55:29,0,4.0.79,,,4.0.79,GooglePlay
a6a10bb0-b6ec-45b2-9b10-1ab31c5d45d2,"Money paid via gpay but no further steps shown in the app, no confirmation.",1,2025-12-14 12:48:41,0,4.0.79,,,4.0.79,GooglePlay
dddcf443-ec39-4cc3-916b-cd9d4cba2332,very good sarvice,5,2025-12-14 12:47:33,0,,,,,GooglePlay
e23c31fc-c519-4e5a-a67c-fb0f071a1b42,good work,5,2025-12-14 12:41:55,0,4.0.73,,,4.0.73,GooglePlay
35838321-8f2a-4300-816a-826be564727b,ek do bar automatic message aaya aur gas book Ho Gaya Jo ki mere dwara nahin kiya gaya tha customer care per complaint karne par bhi unhone Koi help nahin kiya agency ke log database Se chhedkhani karke gas book kar dete Hain,1,2025-12-14 12:38:22,0,4.0.79,,,4.0.79,GooglePlay
fa03a2a6-c0d6-4740-a10e-6efde31df883,comfortable and easy app to operate.,5,2025-12-14 12:27:09,0,4.0.79,,,4.0.79,GooglePlay
36471e35-8b4e-4607-a040-47b01bbb3133,best,5,2025-12-14 12:24:55,0,4.0.79,,,4.0.79,GooglePlay
8c67c2e6-12f8-4087-8c96-602cc4a1986d,Booked a cylinder where payment was taken va Gogle pay but no booking was done.,2,2025-12-14 12:15:05,0,4.0.79,,,4.0.79,GooglePlay
3aa1d01e-1f72-4c8b-a6fa-a1836862a0d6,not good. always online transaction declined,1,2025-12-14 12:12:38,0,4.0.79,,,4.0.79,GooglePlay
7f88795d-8dc5-4828-b41c-9041b3f19243,nice,5,2025-12-14 12:02:52,0,4.0.79,,,4.0.79,GooglePlay
a03c2a59-e85b-43a3-9f57-530cf6d71a8b,not useful 👎👎👎,1,2025-12-14 10:02:00,0,4.0.79,,,4.0.79,GooglePlay
11a82718-41aa-4f6c-8b5f-2646bb8867ab,"bitter experience. most of time app couldn't work, at the time recharge the amount app was totally hanged and didn't process.",2,2025-12-14 02:40:36,0,4.0.79,,,4.0.79,GooglePlay
b5b6b65d-6809-409a-a993-d93ba698902c,It is the best app for Petrol.,5,2025-12-13 22:39:21,0,,"Hi Ashok,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:51:06,,GooglePlay
17199018-d942-448f-b8b9-26126816cf4f,very nice,5,2025-12-13 20:43:29,0,4.0.79,"Hi Shubham,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:59,4.0.79,GooglePlay
0dd4c5bb-e765-45b8-b3ba-5a34ce29d7d4,Could not log in,1,2025-12-13 19:59:11,0,4.0.79,"Hi Bharti,
Thanks for sharing your feedback. We apologize for the inconvenience caused. BPCL is committed to deliver an energizing experience to you. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. Please include token no. 121414 in your mail.
- BPCL Customer Support",2025-12-16 09:40:36,4.0.79,GooglePlay
88cfc145-20e4-43ee-a573-fb50000296eb,Good Experience,5,2025-12-13 19:57:24,0,4.0.79,"Hi Vinod,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:51,4.0.79,GooglePlay
91e98869-48ac-481e-a9bc-43cfa276bffd,good,5,2025-12-13 19:26:38,0,4.0.79,"Hi Devendra,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:44,4.0.79,GooglePlay
90191d58-4825-44e5-9afc-24ccc0030653,"This app needs registration after every update. Very great, the developer thinks that users have plenty of time to register this app again and again after every update.",1,2025-12-13 19:10:31,0,4.0.79,"Hi Varinder,
Thanks for sharing your feedback. We apologize for the inconvenience caused. BPCL is committed to deliver an energizing experience to you. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. Please include token no. 121411 in your mail.
- BPCL Customer Support",2025-12-16 09:39:13,4.0.79,GooglePlay
4811b4d1-22d6-42b9-983f-1f9d457cb0a2,nice platform,5,2025-12-13 19:03:35,0,4.0.79,"Hi Dharmendra,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:35,4.0.79,GooglePlay
29a59e08-7668-4a6c-af68-23953c3e313d,"very fast response, thank you for making a good app",5,2025-12-13 18:48:13,0,4.0.79,"Hi Ranganath,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:17,4.0.79,GooglePlay
84b0d82a-45d5-4e21-b712-1f6ff844d388,very good,5,2025-12-13 18:15:26,0,4.0.79,"Hi Gopal,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:09,4.0.79,GooglePlay
e732fce0-16ff-47e7-bc4b-5936ae31d29a,mast app,5,2025-12-13 17:47:43,0,4.0.76,"Hi Istyak,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:50:02,4.0.76,GooglePlay
8112e546-2af0-4359-a09a-1f3cfbe04a1b,nice service,5,2025-12-13 17:14:01,0,4.0.79,"Hi Vasant,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:54,4.0.79,GooglePlay
267685a5-47cf-46b0-b1ef-a2e86b818805,thank you,5,2025-12-13 16:59:56,0,4.0.79,"Hi Tosif,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:47,4.0.79,GooglePlay
1fcb6cf4-da17-4fbf-8a73-c917328a5e37,good service,5,2025-12-13 16:50:07,0,,"Hi Nemchand,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:36,,GooglePlay
a8c7c4d9-e121-4b67-bc13-e0c75c5ad368,"Fantastic, really",5,2025-12-13 16:08:28,0,4.0.79,"Hi Balachandran,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:26,4.0.79,GooglePlay
952f70f0-b14a-4ca8-ae3a-b502c5be3047,nice 🙂😚,5,2025-12-13 15:26:54,0,4.0.79,"Hi Sachin,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:11,4.0.79,GooglePlay
04b316a9-9e03-403c-9277-1ae04d6721a3,super,5,2025-12-13 15:02:34,0,4.0.79,"Hi Sir/Ma'am,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:49:04,4.0.79,GooglePlay
d50ef276-6532-4343-b392-ac6be0cadadc,excellent app,5,2025-12-13 14:57:41,0,4.0.79,"Hi Kishore,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:55,4.0.79,GooglePlay
e0d050ab-cdf9-4d56-b320-9cec85660621,great,5,2025-12-13 14:01:06,0,4.0.79,"Hi Harresh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:46,4.0.79,GooglePlay
b5cf317a-bb6b-4bb7-9a83-e8c63ed4c87c,exellent app,5,2025-12-13 13:52:46,0,4.0.79,"Hi Vikas,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:40,4.0.79,GooglePlay
d989b998-8144-4fa1-9e03-479d613315c2,good,3,2025-12-13 13:38:41,0,4.0.79,"Hi Mohan,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-16 09:17:24,4.0.79,GooglePlay
dc3a80ce-d18b-46b0-b090-0b5a4d2d9183,very good,5,2025-12-13 13:16:44,0,4.0.79,"Hi Sir/Ma'am,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:30,4.0.79,GooglePlay
b7943f40-b076-46fc-a26c-a65341550137,"apni services ko sudharo, very bad experience",1,2025-12-13 13:08:51,0,4.0.79,"Hi Subhadra,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 121395 in your mail.
- BPCL Customer Support",2025-12-16 09:35:42,4.0.79,GooglePlay
4869c65c-2466-4b79-852c-a43281436685,supar,5,2025-12-13 12:10:03,0,4.0.69,"Hi Rupesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:25,4.0.69,GooglePlay
5f1954c1-ce3e-42d9-b8a1-4275c8ec1780,prompt action and good service. plz keep it up always.,4,2025-12-13 11:46:01,0,4.0.79,"Hi Rajesh,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-16 09:17:19,4.0.79,GooglePlay
df035048-8428-402d-9e35-2a1d8a452c85,good 👍👍👍,5,2025-12-13 11:15:02,0,,"Hi Neeraj,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2025-12-15 17:48:16,,GooglePlay
