reviewId,content,score,at,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,source,author,retweets,replies
twitter_synthetic_2107,[Bangalore] Service theek hai par billing mein galti tha @BPCLimited,,2025-12-11T09:13:01.217038+00:00,13,,,,,Twitter,user_51524,8,14
twitter_synthetic_3275,[Mumbai] Experience mixed - good aur bad dono @BPCLimited,,2025-12-06T03:13:01.217038+00:00,94,,,,,Twitter,user_28914,47,20
twitter_synthetic_1476,"[Mumbai] Previously better, now average @BPCLimited",,2025-12-07T15:13:01.217038+00:00,15,,,,,Twitter,user_20404,48,3
twitter_synthetic_1035,Reliable service se bahut khush hoon @BPCLimited disappointed,,2025-12-03T06:13:01.217038+00:00,83,,,,,Twitter,user_33675,3,17
twitter_synthetic_1199,"[Bangalore] Complaint number diya 10 din pehle, abhi tak koi response nahi @BPCLimited",,2025-11-26T05:13:01.217038+00:00,51,,,,,Twitter,user_11602,29,17
twitter_synthetic_2700,[Bangalore] BPCL should add wallet feature in app @BPCLimited,,2025-12-11T05:13:01.217038+00:00,65,,,,,Twitter,user_70863,28,11
twitter_synthetic_171,Quality degrade ho gayi recently @BPCLimited mediocre,,2025-12-10T09:13:01.217038+00:00,5,,,,,Twitter,user_32134,25,9
twitter_synthetic_2377,[Hyderabad] Add live tracking feature @BPCLimited,,2025-12-06T18:13:01.217038+00:00,98,,,,,Twitter,user_73800,6,11
twitter_synthetic_1392,[Mumbai] Can I pause subscription? @BPCLimited,,2025-11-29T15:13:01.217038+00:00,30,,,,,Twitter,user_28524,44,1
twitter_synthetic_1220,[Chennai] How to change address in HelloBPCL? @BPCLimited,,2025-11-17T03:13:01.217038+00:00,69,,,,,Twitter,user_62416,3,7
twitter_synthetic_30,What about safety features? @BPCLimited appreciate your service,,2025-12-14T01:13:01.217038+00:00,93,,,,,Twitter,user_6618,9,3
twitter_synthetic_4066,[Mumbai] Pure For Sure? Nahi dikha mujhe @BPCLimited,,2025-11-18T00:13:01.217038+00:00,63,,,,,Twitter,user_85918,45,10
twitter_synthetic_4180,[Hyderabad] Fitting theek se nahi karni @BPCLimited,,2025-12-07T15:13:01.217038+00:00,42,,,,,Twitter,user_53602,13,4
twitter_synthetic_1955,[Mumbai] More payment options chahiye @BPCLimited,,2025-12-15T20:13:01.217038+00:00,46,,,,,Twitter,user_68508,27,18
twitter_synthetic_4100,[Delhi] Should have SMS updates for delivery @BPCLimited,,2025-12-14T19:13:01.217038+00:00,39,,,,,Twitter,user_11929,2,8
twitter_synthetic_1319,[Chennai] Add live tracking feature @BPCLimited,,2025-11-29T19:13:01.217038+00:00,92,,,,,Twitter,user_41944,5,8
twitter_synthetic_2695,[Chennai] Customer care number kya hai? @BPCLimited,,2025-12-10T00:13:01.217038+00:00,42,,,,,Twitter,user_90814,26,2
twitter_synthetic_2681,[Hyderabad] Service usually good but delivery issue today @BPCLimited,,2025-11-27T20:13:01.217038+00:00,43,,,,,Twitter,user_49674,28,4
twitter_synthetic_1671,[Chennai] Agent bahut helpful aur honest tha,,2025-12-09T14:13:01.217038+00:00,63,,,,,Twitter,user_10134,42,0
twitter_synthetic_637,Service theek hai par billing mein galti tha @BPCLimited need help,,2025-11-28T09:13:01.217038+00:00,98,,,,,Twitter,user_95087,27,3
twitter_synthetic_2443,[Hyderabad] App user-friendly but payment fail issue @BPCLimited,,2025-12-01T16:13:01.217038+00:00,81,,,,,Twitter,user_7617,13,16
twitter_synthetic_3844,[Delhi] What about safety features? @BPCLimited,,2025-12-14T12:13:01.217038+00:00,45,,,,,Twitter,user_95893,48,17
twitter_synthetic_4123,[Chennai] Bad experience with local distributor,,2025-11-19T00:13:01.217038+00:00,43,,,,,Twitter,user_37322,22,17
twitter_synthetic_4680,[Kolkata] Worth every paisa spent @BPCLimited,,2025-11-30T19:13:01.217038+00:00,58,,,,,Twitter,user_55424,47,12
twitter_synthetic_3190,[Ahmedabad] Better grievance redressal system @BPCLimited,,2025-12-15T14:13:01.217038+00:00,27,,,,,Twitter,user_45714,4,11
twitter_synthetic_4362,[Kolkata] Recommended BPCL to all my friends,,2025-11-21T06:13:01.217038+00:00,46,,,,,Twitter,user_61229,8,16
twitter_synthetic_4126,[Chennai] Quick payment process in HelloBPCL app @BPCLimited,,2025-12-15T12:13:01.217038+00:00,36,,,,,Twitter,user_27736,6,14
2000998620343230491,@BPCLLPG @BPCLimited @DirectorM_BPCL @cmdbpcl @PetroleumMin @BPCLMakLubes @BPCLRetail1 @subhankarRcgc I need 25 commercial empty cylinders in Ahmedabad. Pls contact me at VC28111985@GMAIL.COM,,2025-12-16T18:37:02+00:00,0,,,,,Twitter,vipulchauhan85,0,0
twitter_synthetic_168,App crash ho jaata hai booking time par anyone facing same issue?,,2025-11-25T12:13:01.217038+00:00,87,,,,,Twitter,user_4440,25,12
twitter_synthetic_4141,[Chennai] Value for money but quality inconsistent @BPCLimited,,2025-11-27T12:13:01.217038+00:00,94,,,,,Twitter,user_47595,49,6
twitter_synthetic_1713,[Kolkata] Improve app UI @BPCLimited,,2025-11-30T14:13:01.217038+00:00,18,,,,,Twitter,user_84386,44,12
twitter_synthetic_1603,"[Ahmedabad] No complaints, all good! @BPCLimited",,2025-12-03T22:13:01.217038+00:00,20,,,,,Twitter,user_39573,1,12
twitter_synthetic_2282,[Ahmedabad] Service theek hai par billing mein galti tha @BPCLimited,,2025-12-09T20:13:01.217038+00:00,82,,,,,Twitter,user_36501,37,0
twitter_synthetic_2855,[Kolkata] BharatGas service excellent hai @BPCLimited,,2025-11-24T01:13:01.217038+00:00,31,,,,,Twitter,user_44436,6,13
twitter_synthetic_1622,[Kolkata] Great service from BPCL! Delivery on time always @BPCLimited,,2025-11-22T14:13:01.217038+00:00,97,,,,,Twitter,user_63486,12,11
twitter_synthetic_903,Better grievance redressal system @BPCLimited pls resolve asap,,2025-11-22T13:13:01.217038+00:00,21,,,,,Twitter,user_29585,42,16
twitter_synthetic_47,Seal broken tha new cylinder par need help,,2025-12-06T13:13:01.217038+00:00,56,,,,,Twitter,user_91223,11,7
twitter_synthetic_4896,[Mumbai] HelloBPCL app bahut easy use karna @BPCLimited,,2025-12-06T20:13:01.217038+00:00,100,,,,,Twitter,user_3472,38,2
twitter_synthetic_2919,[Bangalore] Bad experience with local distributor,,2025-11-17T04:13:01.217038+00:00,42,,,,,Twitter,user_43355,12,14
twitter_synthetic_140,Can I upgrade my plan? @BPCLimited need help,,2025-12-11T15:13:01.217038+00:00,89,,,,,Twitter,user_95645,18,7
twitter_synthetic_1711,[Bangalore] Transparency bahut badiya hai @BPCLimited,,2025-11-23T03:13:01.217038+00:00,40,,,,,Twitter,user_70999,23,11
twitter_synthetic_97,What about safety features? @BPCLimited please fix this,,2025-12-09T07:13:01.217038+00:00,5,,,,,Twitter,user_37803,0,9
twitter_synthetic_4115,"[Mumbai] Sometimes on time, sometimes late @BPCLimited",,2025-12-15T03:13:01.217038+00:00,83,,,,,Twitter,user_53966,12,14
twitter_synthetic_2419,[Hyderabad] Good quality but expensive ho gaya @BPCLimited,,2025-11-23T18:13:01.217038+00:00,52,,,,,Twitter,user_58662,49,14
twitter_synthetic_3526,[Mumbai] Wait time bilkul barh gayi hai,,2025-11-17T18:13:01.217038+00:00,48,,,,,Twitter,user_87775,34,17
twitter_synthetic_1045,Seal broken tha new cylinder par anyone facing same issue?,,2025-11-26T05:13:01.217038+00:00,47,,,,,Twitter,user_50672,0,6
twitter_synthetic_3948,[Mumbai] Tipping ka natija? Cylinder hi nahi milega @BPCLimited,,2025-11-28T15:13:01.217038+00:00,66,,,,,Twitter,user_76061,17,14
twitter_synthetic_334,HelloBPCL app bahut slow chal raha hai @BPCLimited highly recommend,,2025-11-26T17:13:01.217038+00:00,42,,,,,Twitter,user_75248,37,14
twitter_synthetic_2485,[Kolkata] Agent ne extra paise maange delivery ke time @BPCLimited,,2025-11-26T03:13:01.217038+00:00,79,,,,,Twitter,user_55843,8,9
twitter_synthetic_4316,[Delhi] Service theek hai par billing mein galti tha @BPCLimited,,2025-11-23T18:13:01.217038+00:00,40,,,,,Twitter,user_48011,26,6
twitter_synthetic_4989,[Hyderabad] Fitting theek se nahi karni @BPCLimited,,2025-12-06T20:13:01.217038+00:00,44,,,,,Twitter,user_59515,27,15
twitter_synthetic_4428,[Kolkata] Best LPG provider in India @BPCLimited,,2025-12-03T15:13:01.217038+00:00,8,,,,,Twitter,user_40668,49,9
twitter_synthetic_2191,[Bangalore] Agent ne extra paise maange delivery ke time @BPCLimited,,2025-12-14T09:13:01.217038+00:00,37,,,,,Twitter,user_69156,30,3
twitter_synthetic_2453,[Bangalore] How to track my LPG delivery? @BPCLimited,,2025-11-29T18:13:01.217038+00:00,88,,,,,Twitter,user_87583,20,12
twitter_synthetic_942,Kya booking cancel kar sakte hain? @BPCLimited very frustrated,,2025-12-16T17:13:01.217038+00:00,56,,,,,Twitter,user_2643,18,11
twitter_synthetic_739,"Sometimes on time, sometimes late @BPCLimited anyone facing same issue?",,2025-11-30T01:13:01.217038+00:00,42,,,,,Twitter,user_60288,49,8
twitter_synthetic_3724,[Hyderabad] Timely delivery always appreciated @BPCLimited,,2025-12-07T12:13:01.217038+00:00,33,,,,,Twitter,user_8153,26,18
twitter_synthetic_2546,[Bangalore] Flexible delivery time slots chahiye @BPCLimited,,2025-11-19T02:13:01.217038+00:00,20,,,,,Twitter,user_56387,29,11
twitter_synthetic_46,Service theek hai par billing mein galti tha @BPCLimited thanks,,2025-12-10T15:13:01.217038+00:00,89,,,,,Twitter,user_57056,38,5
twitter_synthetic_1081,[Bangalore] App user-friendly but payment fail issue @BPCLimited,,2025-12-11T22:13:01.217038+00:00,4,,,,,Twitter,user_44037,38,4
twitter_synthetic_4153,[Chennai] Excellent service quality maintained,,2025-12-06T11:13:01.217038+00:00,54,,,,,Twitter,user_67367,35,2
twitter_synthetic_1845,[Chennai] Loyalty rewards program launch karo @BPCLimited,,2025-12-11T23:13:01.217038+00:00,41,,,,,Twitter,user_30421,20,12
twitter_synthetic_4351,[Pune] Quality OK but pricing badh gayi @BPCLimited,,2025-12-05T23:13:01.217038+00:00,25,,,,,Twitter,user_7857,6,2
