reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
476f85ba-d4a2-4cf3-8a4e-8c749ec00dc3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent,5,0,4.0.79,2025-12-15 18:52:58,,,4.0.79
123379e7-be3b-4a13-9e33-53a98aaf8467,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,4,0,4.0.79,2025-12-15 18:48:24,,,4.0.79
5782ea31-185d-42a6-b5c3-8f621650756f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,3,0,4.0.79,2025-12-15 18:44:56,,,4.0.79
f704b643-c084-44b1-88da-0aba68e0dcae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 👍,5,0,,2025-12-15 18:39:35,,,
524fef3c-b85e-459b-8fbe-8bdd87addc27,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,5,0,4.0.79,2025-12-15 18:38:41,,,4.0.79
51f7f709-5dc3-4646-92dd-5b532e0e2c1b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 😊,5,0,4.0.78,2025-12-15 18:31:45,,,4.0.78
3bae3a8f-611e-4a79-bfa1-079f17bef1f8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best,5,0,,2025-12-15 18:28:34,,,
6c926201-7458-458a-abee-47a198c9bbdc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.0.79,2025-12-15 18:19:26,,,4.0.79
1fd48e75-f8ab-417d-9c39-8bf248fe93f5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good app for customer interface,5,0,4.0.78,2025-12-15 17:56:53,,,4.0.78
fa3cf296-65b7-4912-8cf7-e8c7b6ba11b9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good service,5,0,,2025-12-15 16:14:59,,,
05f990c0-f5ed-46cc-8c65-d32304d771fb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the drawback is only has to update every time while booking the Cylinder,4,0,4.0.79,2025-12-15 15:14:27,,,4.0.79
8e610705-5797-4854-a769-aa514e769ea5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bad Service. delhivery Boy . mobile number Always Off,1,0,,2025-12-15 14:59:54,,,
50543c97-31f2-4f68-897b-533b4bbc3722,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-15 14:43:31,,,4.0.79
22046d9d-2519-48ec-a247-5aae524f2d7a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-15 14:34:12,,,4.0.79
d316bb89-0f13-4a92-95bb-e0dbf8184bb6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice app 👍🏻👍🏻👍🏻,5,0,4.0.79,2025-12-15 14:22:13,,,4.0.79
91f7e097-4d39-44b0-9735-a17ed909facd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have been trying to book a gas cylinder for several days, but I haven't been able to. I have uninstalled and reinstalled the application, but I still can't book the gas cylinder.",2,0,4.0.79,2025-12-15 14:16:38,"Hi Anuj,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",2022-03-02 21:15:17,4.0.79
72cd9267-04c4-4472-9d16-747dded34a73,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wah,5,0,4.0.73,2025-12-15 13:37:46,,,4.0.73
b45ffd5a-d8d0-4895-9928-f5e27f76ca68,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,vgood,5,0,4.0.79,2025-12-15 13:14:52,,,4.0.79
4dc128c9-ebcb-44de-90e8-36908863d4e9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,3,0,4.0.79,2025-12-15 13:04:01,,,4.0.79
65fa2328-950e-493d-878e-b887f7c08e21,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fine,4,0,4.0.79,2025-12-15 12:59:45,,,4.0.79
984e101e-0c67-40ee-8de0-cbcb923ab684,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Unable to make online payment through Credit Card while checking for OTP in my Message and when coming back to this HelloBPCL app it restart and cancel that last OTP screens goes away then again same problem... Plz fix this as earlier it was not like this if once we login with authentication then app showed not auto restart if switch to another app 15 Dec 2025 - unable to use amazon voucher saying Your distributor (MadhuKhrishna 421201) is not enable for online payment mode.,1,2,4.0.79,2025-12-15 12:40:10,,,4.0.79
f8fcd06f-dd9f-48c8-a1cc-57da32af4696,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pls stream line the process of KYC ..APP KEEPS ON HANGING..,5,0,4.0.79,2025-12-15 11:54:20,,,4.0.79
023e2ef8-a6b5-41bb-8afd-e234afc2e5c7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,much better than good service,5,0,4.0.73,2025-12-15 11:42:49,,,4.0.73
ed10bde1-b347-42c4-b244-13e38b6619b9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bast service,5,0,4.0.79,2025-12-15 11:12:15,,,4.0.79
99983451-d4bc-4883-801d-9703d86d0c98,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,user friendly and minimal effort 👌,5,0,4.0.79,2025-12-15 11:05:14,,,4.0.79
35760975-cfed-4f82-a782-a63899165caa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,,2025-12-15 10:59:45,,,
47df0a39-faec-4fbc-a619-3034cb0c502b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍 nice,5,0,4.0.79,2025-12-15 10:57:07,,,4.0.79
1e31b09a-76d9-4b19-9870-32ddd5296a74,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,,2025-12-15 10:50:09,,,
278fb054-8ebc-47f0-9fe0-894789423a8b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good service by this agency,5,0,,2025-12-15 10:35:24,,,
52be90e5-d70c-4509-adc4-6559a8b67436,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.0.79,2025-12-15 10:32:45,,,4.0.79
46413512-0bd6-4c48-bc09-f0800eb24ce4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,afraid of doing online payment. several times payment not shown. The delivery man takes payment and ac is not credited yet.,1,0,,2025-12-15 10:21:00,,,
71eb8239-3ac1-4cde-99e1-d57a82063d54,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-15 10:09:19,,,4.0.79
d1e66759-c59c-42a5-8d55-3b0b8da0bf26,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice app,5,0,4.0.69,2025-12-15 10:06:06,,,4.0.69
1ae927b0-8797-4f89-b061-8c3a7bfb3929,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,अरुणा भारत गॅस एजन्सी चे सप्लायर सिस्टीम एकदम खराब आहेत. नंबर लावून 15 दिवस झाले तरी गॅस सिलेंडर लवकर आणून देत नाही. दर महिन्याला ऑफीसला जाऊन तक्रार करावी लागते तेव्हा कुठे सिलेंडर आणून देतात.,1,0,4.0.79,2025-12-15 09:55:31,,,4.0.79
178451de-aa73-429c-a098-01663c7ba9d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-15 09:51:33,,,4.0.79
5f787ca2-adc8-49c7-b970-386bdd3e589c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very user friendly,4,0,4.0.79,2025-12-15 09:46:30,,,4.0.79
e7e96abc-d0e9-4007-9f97-3679d77737a9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very fast work,5,0,4.0.77,2025-12-15 09:39:35,,,4.0.77
0d8a1b7c-c09d-4f9f-b41a-2821bcf271d6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,4.0.79,2025-12-15 09:34:20,,,4.0.79
1ecd9fcc-df60-4cb6-b646-7950e39a5c2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good,5,0,4.0.79,2025-12-15 09:19:30,,,4.0.79
ddbcccc4-d107-44ba-addf-8152bd6bad22,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,its not working good.,1,0,,2025-12-15 09:10:54,,,
43510c92-ef15-4ac1-8ed4-be48b9479584,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,5,0,4.0.79,2025-12-15 08:38:54,,,4.0.79
2f2f73e5-a692-4ba8-8610-952ef4b993e0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent,5,0,4.0.79,2025-12-15 07:57:54,,,4.0.79
8c1ab11e-c744-449b-92e0-3c448ad86051,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,easy to book online,5,0,4.0.79,2025-12-15 07:51:18,,,4.0.79
2888df7d-a279-4415-8292-c259ad592683,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.73,2025-12-15 07:40:35,,,4.0.73
507d1f40-a3fd-4957-9ec6-bff6fb7de4f9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,,2025-12-15 06:26:30,,,
9c9c74cf-8e1e-4ced-b671-885a08957148,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice experience,5,0,4.0.79,2025-12-15 06:18:00,,,4.0.79
3e0f8958-836e-47c6-918f-46a120a348ea,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,poor service,1,0,,2025-12-14 23:12:50,,,
e288f005-f243-47fd-9466-e092cdaf14ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,repeatedly it is asking for activation. it is irritating me.,1,0,4.0.79,2025-12-14 22:48:06,,,4.0.79
82d78901-1e44-48b8-8d6b-fc5b8b9d0961,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,5,0,4.0.79,2025-12-14 22:46:17,,,4.0.79
2beb1fd5-de1c-48b9-8e99-9781a0192dbb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,డెలివరీ బాయ్ డెలివరీ సరిగా చేయడం లేదు మరియు బిల్ లో 894/- ఉంటే డెలివరీ బాయ్ 950 తీసుకుంటున్నారు 56 రూపాయలు ఎక్కువగా తీసుకుంటున్నారు అడిగితే. లేబర్ చార్జీలు మరియు ట్రావెలింగ్ చార్జీలు ఇష్టం అయితే తీసుకో లేకపోతే మానేయాలి కావాలి అంటే ఆఫీస్ కి వెళ్ళి తెచ్చుకో అంటున్నారు అంటున్నారు,1,0,4.0.79,2025-12-14 22:38:18,"Hi Syamanraju,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 119577 in your mail.
- BPCL Customer Support",2025-11-14 14:24:44,4.0.79
a3a31ed6-b78f-41a1-ae0a-7247c0013543,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best,5,0,4.0.79,2025-12-14 22:32:53,,,4.0.79
ec486dda-b768-4680-9cc6-83740fc03366,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 👍😊,4,0,4.0.79,2025-12-14 22:09:38,,,4.0.79
98827496-feec-4bac-a94b-092067b68061,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,simple and Easy to use,5,0,4.0.79,2025-12-14 22:01:16,,,4.0.79
2bf34031-3afa-4eb9-bae1-0d3121b3d8d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,delivery delay,5,0,4.0.79,2025-12-14 21:46:26,,,4.0.79
a371d1c5-ff36-4ed6-879e-7408cdd74a35,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.73,2025-12-14 21:34:24,,,4.0.73
05a26f2a-25ef-46e6-9b7a-eded78ffce03,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 👍,5,0,4.0.79,2025-12-14 21:18:07,,,4.0.79
bda8ba53-7e89-4f40-82c2-faf8fc3b0903,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,satisfactory,5,0,4.0.78,2025-12-14 20:39:16,,,4.0.78
3a0f2ea2-5899-4298-b529-7f18bc8cb283,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very bad,2,0,,2025-12-14 20:36:04,,,
427b7169-7540-480f-8dc2-cac948f48178,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,4.0.66,2025-12-14 20:18:21,,,4.0.66
0bffee6b-d8ae-43b1-88a1-17fda1c6e4e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,easy method to book,5,0,4.0.79,2025-12-14 20:10:35,,,4.0.79
0f23dad1-82bd-419a-a970-7a0e0d9d833c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good app,5,0,4.0.79,2025-12-14 19:41:58,,,4.0.79
a965764c-0da1-4f6c-92e2-2b6d4a0a12cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sometimes app response is poor,4,0,4.0.79,2025-12-14 19:38:24,,,4.0.79
565394ac-b024-4d52-bcfe-38a30d62b705,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,4.0.79,2025-12-14 19:35:58,,,4.0.79
72085d3a-1198-46d8-9c74-e9feb3d4b2c2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Where is my refilling bill want to pay,1,0,4.0.79,2025-12-14 19:26:56,,,4.0.79
3da391e0-0a5e-40c4-8a2f-bf6d6b7c5542,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-14 19:05:50,,,4.0.79
43e29883-b809-4e63-9e9e-e1a310ebee5c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.0.79,2025-12-14 19:03:24,,,4.0.79
6085860d-4ede-40d5-9e82-4a74ca5470eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,simple booking v cool app,5,0,,2025-12-14 19:02:28,,,
c47ec5ce-8115-42cf-8d89-f81c9ec34019,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best service,5,0,,2025-12-14 18:41:27,,,
a7158d1a-1ce5-454f-8fcb-214403a75737,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.0.79,2025-12-14 18:35:12,,,4.0.79
0c2fee35-14b7-4051-bfd5-08ee084209ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"q r payment not to be self, and cylinder not delever timely, again again call of any vender then delever",2,0,4.0.73,2025-12-14 18:33:16,,,4.0.73
b98cac71-a2d1-4100-a637-ccebee517fcd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,okay 👍,5,0,4.0.79,2025-12-14 18:12:02,,,4.0.79
